IDPLAYER,PLAYERNAME,BIRTHDATE,FIRSTNAME,LASTNAME,TEAM,LG,POS,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,RETROID,BREFID,NFBCID,NFBCNAME,ESPNID,ESPNNAME,KFFLNAME,DAVENPORTID,BPID,YAHOOID,YAHOONAME,MSTRBLLNAME,BATS,THROWS,FANTPROSNAME,LASTCOMMAFIRST,ROTOWIREID,FANDUELNAME,FANDUELID,DRAFTKINGSNAME,OTTONEUID,HQID
kotsama01,Mark Kotsay,"Dec 2, 1975",Mark,Kotsay,N/A,N/A,OF,1042,Mark Kotsay,117276,Mark Kotsay,7792,Mark Kotsay,kotsm001,kotsama01,5846,Mark Kotsay,3685,Mark Kotsay,,KOTSAY19751202A,629,5846,Mark Kotsay,"Kotsay, Mark",L,L,,"Kotsay, Mark",,,,,4228,
kottage01,George Kottaras,"May 16, 1983",George,Kottaras,TOR,AL,C,5506,George Kottaras,435459,George Kottaras,546236,George Kottaras,kottg001,kottage01,7941,George Kottaras,28665,George Kottaras,George Kottaras,KOTTARAS19830516A,45441,7941,George Kottaras,"Kottaras, George",L,R,George Kottaras,"Kottaras, George",,,,,858,
kouzmke01,Kevin Kouzmanoff,"Jul 25, 1981",Kevin,Kouzmanoff,TEX,AL,3B,5995,Kevin Kouzmanoff,450260,Kevin Kouzmanoff,486543,Kevin Kouzmanoff,kouzk001,kouzmke01,7864,Kevin Kouzmanoff,28585,Kevin Kouzmanoff,,KOUZMANOF19810725A,45442,7864,Kevin Kouzmanoff,"Kouzmanoff, Kevin",R,R,Kevin Kouzmanoff,"Kouzmanoff, Kevin",,,,,15222,
kozmape01,Pete Kozma,"Apr 11, 1988",Pete,Kozma,N/A,N/A,SS,2539,Pete Kozma,518902,Pete Kozma,1733857,Pete Kozma,kozmp001,kozmape01,8934,Pete Kozma,30011,Pete Kozma,,KOZMA19880411A,57426,8934,Pete Kozma,"Kozma, Pete",R,R,Pete Kozma,"Kozma, Pete",,Pete Kozma,13332,Pete Kozma,17746,
kratzer01,Erik Kratz,"Jun 15, 1980",Erik,Kratz,PIT,NL,C,4403,Erik Kratz,456124,Erik Kratz,585622,Erik Kratz,krate001,kratzer01,8760,Erik Kratz,29524,Erik Kratz,Erik Kratz,KRATZ19800615A,38161,8760,Erik Kratz,"Kratz, Erik",R,R,Erik Kratz,"Kratz, Erik",,Erik Kratz,12428,Erik Kratz,3259,
kubelja01,Jason Kubel,"May 25, 1982",Jason,Kubel,MIN,AL,OF,2161,Jason Kubel,430585,Jason Kubel,393034,Jason Kubel,kubej002,kubelja01,7425,Jason Kubel,6102,Jason Kubel,Jason Kubel,KUBEL19820525A,31757,7425,Jason Kubel,"Kubel, Jason",L,R,Jason Kubel,"Kubel, Jason",,,,,15183,
kubitky01,Kyle Kubitza,"Jul 15, 1990",Kyle,Kubitza,ATL,NL,3B,12148,Kyle Kubitza,605323,Kyle Kubitza,2046358,,,kubitky01,9994,,32865,Kyle Kubitza,,,69549,,,"Kubitza, Kyle",L,R,,"Kubitza, Kyle",,,,,18447,
kuhlch01,Chad Kuhl,"Sep 10, 1992",Chad,Kuhl,PIT,NL,P,14975,Chad Kuhl,641771,Chad Kuhl,2215966,,,kuhlch01,10143,,35021,Chad Kuhl,,,102639,,,"Kuhl, Chad",R,R,,"Kuhl, Chad",,,,,,
kuoho01,Hong-Chih Kuo,"Jul 23, 1981",Hong-Chih,Kuo,N/A,N/A,P,7016,Hong-Chih Kuo,425539,Hong-Chih Kuo,390774,Hong-Chih Kuo,kuo-h001,kuoho01,,,,,,KUO19810723A,38196,,,"Kuo, Hong-Chih",L,L,,"Kuo, Hong-Chih",,,,,3931,
kurodhi01,Hiroki Kuroda,"Feb 10, 1975",Hiroki,Kuroda,NYY,AL,P,3283,Hiroki Kuroda,493133,Hiroki Kuroda,1442917,Hiroki Kuroda,kuroh001,kurodhi01,8167,Hiroki Kuroda,28950,Hiroki Kuroda,,KURODA00000000A,38205,8167,Hiroki Kuroda,"Kuroda, Hiroki",R,R,Hiroki Kuroda,"Kuroda, Hiroki",,,,,9730,
lackejo01,John Lackey,"Oct 23, 1978",John,Lackey,CHC,NL,P,1507,John Lackey,407793,John Lackey,223559,John Lackey,lackj001,lackejo01,6953,John Lackey,5203,John Lackey,,LACKEY19781023A,886,6953,John Lackey,"Lackey, John",R,R,John Lackey,"Lackey, John",6917,John Lackey,5754,John Lackey,7809,707
laffeaa01,Aaron Laffey,"Apr 15, 1985",Aaron,Laffey,N/A,N/A,P,6248,Aaron Laffey,444836,Aaron Laffey,1200054,Aaron Laffey,laffa001,laffeaa01,8075,Aaron Laffey,,,,LAFFEY19850415A,46279,8075,Aaron Laffey,"Laffey, Aaron",L,L,,"Laffey, Aaron",,,,Aaron Laffey,3464,
lagarju01,Juan Lagares,"Mar 17, 1989",Juan,Lagares,NYM,NL,OF,5384,Juan Lagares,501571,Juan Lagares,1811887,Juan Lagares,lagaj001,lagarju01,9377,Juan Lagares,31410,Juan Lagares,Juan Lagares,LAGARES19890317A,50845,9377,Juan Lagares,"Lagares, Juan",R,R,Juan Lagares,"Lagares, Juan",10309,Juan Lagares,13917,Juan Lagares,2387,
lahaibr01,Bryan LaHair,"Nov 5, 1982",Bryan,LaHair,N/A,N/A,1B,5462,Bryan LaHair,445933,Bryan LaHair,1104375,Bryan LaHair,lahab001,lahaibr01,7979,Bryan LaHair,,,,LAHAIR19821105A,46282,,,"LaHair, Bryan",L,R,,"LaHair, Bryan",,,,,1018,
lairdbr01,Brandon Laird,"Sep 11, 1987",Brandon,Laird,KC,AL,3B,5476,Brandon Laird,477186,Brandon Laird,1737856,Brandon Laird,lairb001,lairdbr01,8992,Brandon Laird,30623,Brandon Laird,,LAIRD19870911A,56561,8992,Brandon Laird,"Laird, Brandon",R,R,,"Laird, Brandon",,,,,5329,
lairdge01,Gerald Laird,"Nov 13, 1979",Gerald,Laird,ARI,NL,C,1698,Gerald Laird,408042,Gerald Laird,288967,Gerald Laird,lairg001,lairdge01,7129,Gerald Laird,5465,Gerald Laird,Gerald Laird,LAIRD19791113A,16616,7129,Gerald Laird,"Laird, Gerald",R,R,Gerald Laird,"Laird, Gerald",7204,Gerald Laird,5201,Gerald Laird,8774,
lakeju01,Junior Lake,"Mar 27, 1990",Junior,Lake,TOR,AL,OF,4672,Junior Lake,516809,Junior Lake,1740956,Junior Lake,lakej001,lakeju01,9466,Junior Lake,30718,Junior Lake,Junior Lake,LAKE19900327A,56563,9466,Junior Lake,"Lake, Junior",R,R,Junior Lake,"Lake, Junior",12328,Junior Lake,13725,,4963,
lallibl01,Blake Lalli,"May 12, 1983",Blake,Lalli,ATL,NL,1B,9246,Blake Lalli,503351,Blake Lalli,1732410,Blake Lalli,lallb001,lallibl01,9187,Blake Lalli,,,,LALLI19830512A,50568,9187,Blake Lalli,"Lalli, Blake",L,R,,"Lalli, Blake",,,,,2836,
lambja01,Jacob Lamb,"Oct 9, 1990",Jacob,Lamb,ARI,NL,3B,13329,Jake Lamb,571875,Jake Lamb,2044246,Jake Lamb,lambj001,lambja01,9781,,32742,Jake Lamb,,,99963,9781,Jake Lamb,"Lamb, Jake",L,R,,"Lamb, Jacob",,Jake Lamb,38196,Jake Lamb,18346,4704
lambjo02,John Lamb,"Jul 10, 1990",John,Lamb,N/A,N/A,P,8493,John Lamb,543424,John Lamb,1757972,John Lamb,,lambjo02,8860,John Lamb,30994,John Lamb,,LAMB19900710A,60837,8860,John Lamb,"Lamb, John",,,John Lamb,"Lamb, John",,John Lamb,12932,John Lamb,8558,3662
lamboan01,Andrew Lambo,"Aug 11, 1988",Andrew,Lambo,OAK,AL,P,5386,Andrew Lambo,518911,Andrew Lambo,1671051,Andrew Lambo,lamba001,lamboan01,9489,Andrew Lambo,31028,Andrew Lambo,Andrew Lambo,LAMBO19880811A,56566,9489,Andrew Lambo,"Lambo, Andrew",L,L,Andrew Lambo,"Lambo, Andrew",,Andrew Lambo,13126,Andrew Lambo,5280,
langery01,Ryan Langerhans,"Feb 20, 1980",Ryan,Langerhans,N/A,N/A,OF,98,Ryan Langerhans,407798,Ryan Langerhans,284619,Ryan Langerhans,langr002,langery01,6920,Ryan Langerhans,5109,Ryan Langerhans,,LANGERHAN19800220A,31299,6920,Ryan Langerhans,"Langerhans, Ryan",L,L,,"Langerhans, Ryan",,,,,5399,
lannajo01,John Lannan,"Sep 27, 1984",John,Lannan,NYM,NL,P,7080,John Lannan,458709,John Lannan,1236946,John Lannan,lannj001,lannajo01,8074,John Lannan,28834,John Lannan,,LANNAN19840927A,46313,8074,John Lannan,"Lannan, John",L,L,,"Lannan, John",,,,,2066,
laportma01,Matt LaPorta,"Jan 8, 1985",Matt,LaPorta,N/A,N/A,OF,2280,Matt LaPorta,453181,Matt LaPorta,1520596,Matt LaPorta,lapom001,laporma01,8396,Matt LaPorta,,,,LAPORTA19850108A,57614,8396,Matt LaPorta,"LaPorta, Matt",R,R,,"LaPorta, Matt",,,,,7197,
larocad01,Adam LaRoche,"Nov 6, 1979",Adam,LaRoche,CHW,AL,1B,1904,Adam LaRoche,425560,Adam LaRoche,390776,Adam LaRoche,laroa001,larocad01,7253,Adam LaRoche,5879,Adam LaRoche,Adam LaRoche,LAROCHE19791106A,31351,7253,Adam LaRoche,"LaRoche, Adam",L,L,Adam LaRoche,"LaRoche, Adam",7190,Adam LaRoche,5245,Adam LaRoche,8856,906
lasteto01,Tommy La Stella,"Jan 31, 1989",Tommy,La Stella,CHC,NL,3B,12371,Tommy La Stella,600303,Tommy La Stella,1954553,Tommy La Stella,lastt001,lasteto01,9545,Tommy La Stella,32217,Tommy La Stella,,LA STELLA19890131A,69305,9545,Tommy La Stella,"La Stella, Tommy",L,R,Tommy La Stella,"La Stella, Tommy",12430,Tommy La Stella,17198,Tommy La Stella,18274,
latosma01,Mat Latos,"Dec 9, 1987",Mat,Latos,WAS,NL,P,3815,Mat Latos,502009,Mat Latos,1630084,Mat Latos,latom001,latosma01,8529,Mat Latos,30196,Mat Latos,,LATOS19871209A,56580,8529,Mat Latos,"Latos, Mat",R,R,Mat Latos,"Latos, Mat",9753,Mat Latos,5574,Mat Latos,7940,3296
lavarry01,Ryan Lavarnway,"Aug 7, 1987",Ryan,Lavarnway,ATL,NL,C,8879,Ryan Lavarnway,543432,Ryan Lavarnway,1799267,Ryan Lavarnway,lavar001,lavarry01,9020,Ryan Lavarnway,31039,Ryan Lavarnway,,LAVARNWAY19870807A,58373,9020,Ryan Lavarnway,"Lavarnway, Ryan",R,R,Ryan Lavarnway,"Lavarnway, Ryan",,Ryan Lavarnway,13363,Ryan Lavarnway,4565,
lawde01,Derek Law,"Sep 14, 1990",Derek,Law,SF,NL,P,13133,Derek Law,571882,Derek Law,,,,lawde01,,,33139,Derek Law,,,,,,,R,R,,"Law, Derek",,,,,,
lawribr01,Brett Lawrie,"Jan 18, 1990",Brett,Lawrie,CHW,AL,2B,5247,Brett Lawrie,543434,Brett Lawrie,1665386,Brett Lawrie,lawrb002,lawribr01,8874,Brett Lawrie,30644,Brett Lawrie,Brett Lawrie,LAWRIE19900118A,60009,8874,Brett Lawrie,"Lawrie, Brett",R,R,Brett Lawrie,"Lawrie, Brett",10482,Brett Lawrie,12947,Brett Lawrie,5193,3642
leagubr01,Brandon League,"Mar 16, 1983",Brandon,League,N/A,N/A,P,3731,Brandon League,434181,Brandon League,486544,Brandon League,leagb001,leagubr01,7464,Brandon League,6135,Brandon League,,LEAGUE19830316A,38373,7464,Brandon League,"League, Brandon",R,R,Brandon League,"League, Brandon",7570,Brandon League,5630,Brandon League,4311,
leakemi01,Mike Leake,"Nov 12, 1987",Mike,Leake,STL,NL,P,10130,Mike Leake,502190,Mike Leake,1733668,Mike Leake,leakm001,leakemi01,8680,Mike Leake,30465,Mike Leake,,LEAKE19871112A,61051,8680,Mike Leake,"Leake, Mike",R,R,Mike Leake,"Leake, Mike",10955,Mike Leake,11339,Mike Leake,12609,3485
leblawa01,Wade LeBlanc,"Aug 7, 1984",Wade,LeBlanc,PIT,NL,P,5221,Wade LeBlanc,453281,Wade LeBlanc,1558273,Wade LeBlanc,leblw001,leblawa01,8353,Wade LeBlanc,29238,Wade LeBlanc,,LEBLANC19840807A,51959,8353,Wade LeBlanc,"LeBlanc, Wade",L,L,,"LeBlanc, Wade",,,,Wade LeBlanc,1979,
lecursa01,Sam LeCure,"May 4, 1984",Sam,LeCure,LAD,NL,P,4664,Sam LeCure,459967,Sam LeCure,1654388,Sam LeCure,lecus001,lecursa01,8737,Sam LeCure,30171,Sam LeCure,,LECURE19840504A,46239,8737,Sam LeCure,"LeCure, Sam",R,R,,"LeCure, Sam",8662,,,,1321,
leeca01,Carlos Lee,"Jun 20, 1976",Carlos,Lee,N/A,N/A,1B,243,Carlos Lee,150324,Carlos Lee,21607,Carlos Lee,lee-c001,leeca01,6161,Carlos Lee,,,,LEE19760620A,1543,,,"Lee, Carlos",R,R,,"Lee, Carlos",,,,,15238,
leecl02,Cliff Lee,"Aug 30, 1978",Cliff,Lee,N/A,N/A,P,1636,Cliff Lee,424324,Cliff Lee,370395,Cliff Lee,lee-c003,leecl02,7026,Cliff Lee,5353,Cliff Lee,,LEE19780830A,1102,7026,Cliff Lee,"Lee, Cliff",L,L,Cliff Lee,"Lee, Cliff",7046,Cliff Lee,5539,Cliff Lee,3587,
leeda02,Dae-Ho Lee,"Jun 21, 1982",Dae-Ho,Lee,N/A,N/A,1B,18722,Dae-Ho Lee,493193,Dae-Ho Lee,,,,leeda02,,,,,,,,,,,R,R,,"Lee, Dae-Ho",,,,,,
leede02,Derrek Lee,"Sep 6, 1975",Derrek,Lee,N/A,N/A,1B,525,Derrek Lee,117601,Derrek Lee,7805,Derrek Lee,lee-d002,leede02,,,,,,LEE19750906A,508,,,"Lee, Derrek",L,R,,"Lee, Derrek",,,,,15265,
lemahdj01,DJ LeMahieu,"Jul 13, 1988",DJ,LeMahieu,COL,NL,2B,9874,DJ LeMahieu,518934,DJ LeMahieu,1740958,DJ LeMahieu,lemad001,lemahdj01,8949,DJ LeMahieu,30765,DJ LeMahieu,DJ LeMahieu,LEMAHIEU19880713A,59339,8949,DJ LeMahieu,"LeMahieu, DJ",R,R,DJ LeMahieu,"LeMahieu, DJ",10999,DJ LeMahieu,13567,DJ LeMahieu,4953,3818
leonedo01,Dominic Leone,"Oct 26, 1991",Dominic,Leone,TOR,AL,P,13763,Dominic Leone,608678,Dominic Leone,2117118,Dominic Leone,leond003,leonedo01,9666,Dominic Leone,33155,Dominic Leone,,,100305,9666,Dominic Leone,"Leone, Dominic",R,R,,"Leone, Dominic",,Dominic Leone,52877,,18338,
leonsa01,Sandy Leon,"Mar 13, 1989",Sandy,Leon,BOS,AL,C,5273,Sandy Leon,506702,Sandy Leon,1928685,Sandy Leon,leons001,leonsa01,9180,Sandy Leon,32101,Sandy Leon,,LEON19890313A,55951,9180,Sandy Leon,"Leon, Sandy",B,R,Sandy Leon,"Leon, Sandy",,Sandy Leon,17105,Sandy Leon,5821,
lerouch01,Chris Leroux,"Apr 14, 1984",Chris,Leroux,PHI,NL,P,7645,Chris Leroux,460092,Chris Leroux,1654389,Chris Leroux,leroc001,lerouch01,8495,Chris Leroux,,,,LEROUX19840414A,52057,8495,Chris Leroux,"Leroux, Chris",L,R,,"Leroux, Chris",,,,,17729,
lestejo01,Jon Lester,"Jan 7, 1984",Jon,Lester,CHC,NL,P,4930,Jon Lester,452657,Jon Lester,580589,Jon Lester,lestj001,lestejo01,7790,Jon Lester,28487,Jon Lester,,LESTER19840107A,45548,7790,Jon Lester,"Lester, Jon",L,L,Jon Lester,"Lester, Jon",7545,Jon Lester,5369,Jon Lester,2486,2332
lewisco01,Colby Lewis,"Aug 2, 1979",Colby,Lewis,TEX,AL,P,1259,Colby Lewis,407890,Colby Lewis,284621,Colby Lewis,lewic001,lewisco01,6893,Colby Lewis,5067,Colby Lewis,,LEWIS19790802A,1275,6893,Colby Lewis,"Lewis, Colby",R,R,Colby Lewis,"Lewis, Colby",6822,Colby Lewis,11047,Colby Lewis,1038,
lewisfr02,Fred Lewis,"Dec 9, 1980",Fred,Lewis,N/A,N/A,OF,4693,Fred Lewis,430930,Fred Lewis,479032,Fred Lewis,lewif001,lewisfr02,7854,Fred Lewis,,,,LEWIS19801209A,38501,,,"Lewis, Fred",L,R,,"Lewis, Fred",,,,,934,
liddial01,Alex Liddi,"Aug 14, 1988",Alex,Liddi,BAL,AL,3B,5411,Alex Liddi,499926,Alex Liddi,1667060,Alex Liddi,lidda001,liddial01,9065,Alex Liddi,29493,Alex Liddi,,LIDDI19880814A,51542,9065,Alex Liddi,"Liddi, Alex",R,R,,"Liddi, Alex",,,,,2854,
lidgebr01,Brad Lidge,"Dec 23, 1976",Brad,Lidge,N/A,N/A,P,563,Brad Lidge,400058,Brad Lidge,212027,Brad Lidge,lidgb001,lidgebr01,6913,Brad Lidge,,,,LIDGE19761223A,25,,,"Lidge, Brad",R,R,,"Lidge, Brad",,,,,4401,
lillibr01,Brent Lillibridge,"Sep 18, 1983",Brent,Lillibridge,NYY,AL,OF,3501,Brent Lillibridge,452121,Brent Lillibridge,1208724,Brent Lillibridge,lillb001,lillibr01,8187,Brent Lillibridge,,,,LILLIBRID19830918A,46295,8187,Brent Lillibridge,"Lillibridge, Brent",R,R,,"Lillibridge, Brent",,,,,1423,
lillyte01,Ted Lilly,"Jan 4, 1976",Ted,Lilly,N/A,N/A,P,833,Ted Lilly,150404,Ted Lilly,21612,Ted Lilly,lillt001,lillyte01,6223,Ted Lilly,,,,LILLY19760104A,944,6223,Ted Lilly,"Lilly, Ted",L,L,,"Lilly, Ted",,,,,5588,
linceti01,Tim Lincecum,"Jun 15, 1984",Tim,Lincecum,LAA,AL,P,5705,Tim Lincecum,453311,Tim Lincecum,1182822,Tim Lincecum,linct001,linceti01,7981,Tim Lincecum,28705,Tim Lincecum,,LINCECUM19840615A,51967,7981,Tim Lincecum,"Lincecum, Tim",L,R,Tim Lincecum,"Lincecum, Tim",9272,Tim Lincecum,5791,Tim Lincecum,935,
lincobr01,Brad Lincoln,"May 25, 1985",Brad,Lincoln,N/A,N/A,P,4241,Brad Lincoln,453184,Brad Lincoln,1205580,Brad Lincoln,lincb001,lincobr01,8646,Brad Lincoln,29953,Brad Lincoln,,LINCOLN19850525A,51929,8646,Brad Lincoln,"Lincoln, Brad",L,R,,"Lincoln, Brad",,,,,5650,
lindad01,Adam Lind,"Jul 17, 1983",Adam,Lind,SEA,AL,1B,8027,Adam Lind,452252,Adam Lind,547682,Adam Lind,linda001,lindad01,7859,Adam Lind,28579,Adam Lind,Adam Lind,LIND19830717A,48037,7859,Adam Lind,"Lind, Adam",L,L,Adam Lind,"Lind, Adam",8990,Adam Lind,5617,Adam Lind,964,2428
lindbjo01,Josh Lindblom,"Jun 15, 1987",Josh,Lindblom,N/A,N/A,P,7882,Josh Lindblom,458676,Josh Lindblom,1667061,Josh Lindblom,lindj004,lindbjo01,8428,Josh Lindblom,30585,Josh Lindblom,,LINDBLOM19870615A,58386,8428,Josh Lindblom,"Lindblom, Josh",R,R,,"Lindblom, Josh",,,,,17724,
lindofr01,Francisco Lindor,"Nov 14, 1993",Francisco,Lindor,CLE,AL,SS,12916,Francisco Lindor,596019,Francisco Lindor,1894627,Francisco Lindor,,lindofr01,9116,,32129,Francisco Lindor,,,70399,9116,Francisco Lindor,"Lindor, Francisco",B,R,Francisco Lindor,"Lindor, Francisco",12128,Francisco Lindor,16952,Francisco Lindor,18122,4528
lindsma01,Matt Lindstrom,"Feb 11, 1980",Matt,Lindstrom,LAA,AL,P,4604,Matt Lindstrom,434637,Matt Lindstrom,533054,Matt Lindstrom,lindm001,lindsma01,7958,Matt Lindstrom,28682,Matt Lindstrom,,LINDSTROM19800211A,38540,7958,Matt Lindstrom,"Lindstrom, Matt",R,R,,"Lindstrom, Matt",,,,,8398,
liriafr01,Francisco Liriano,"Oct 26, 1983",Francisco,Liriano,TOR,AL,P,3201,Francisco Liriano,434538,Francisco Liriano,530359,Francisco Liriano,lirif001,liriafr01,7504,Francisco Liriano,6211,Francisco Liriano,,LIRIANO19831026A,38551,7504,Francisco Liriano,"Liriano, Francisco",L,L,Francisco Liriano,"Liriano, Francisco",7158,Francisco Liriano,5762,Francisco Liriano,7529,1083
liriary01,Rymer Liriano,"Jun 20, 1991",Rymer,Liriano,CHW,AL,OF,4779,Rymer Liriano,542642,Rymer Liriano,1806911,Rymer Liriano,lirir001,liriary01,9621,Rymer Liriano,31278,Rymer Liriano,,LIRIANO19910620A,59915,9621,Rymer Liriano,"Liriano, Rymer",R,R,Rymer Liriano,"Liriano, Rymer",11230,Rymer Liriano,13757,Rymer Liriano,6107,
lobatjo01,Jose Lobaton,"Oct 21, 1984",Jose,Lobaton,WAS,NL,C,4243,Jose Lobaton,446653,Jose Lobaton,1104376,Jose Lobaton,lobaj001,lobatjo01,8521,Jose Lobaton,29710,Jose Lobaton,Jose Lobaton,LOBATON19841021A,47910,8521,Jose Lobaton,"Lobaton, Jose",B,R,Jose Lobaton,"Lobaton, Jose",9738,Jose Lobaton,6025,Jose Lobaton,1956,
lobstky01,Kyle Lobstein,"Aug 12, 1989",Kyle,Lobstein,MIA,NL,P,9178,Kyle Lobstein,543456,Kyle Lobstein,1846225,Kyle Lobstein,lobsk001,lobstky01,9794,Kyle Lobstein,31756,Kyle Lobstein,,LOBSTEIN19890812A,60011,9794,Kyle Lobstein,"Lobstein, Kyle",L,L,,"Lobstein, Kyle",,Kyle Lobstein,38091,Kyle Lobstein,6190,
lockeje01,Jeff Locke,"Nov 20, 1987",Jeff,Locke,PIT,NL,P,2929,Jeff Locke,502046,Jeff Locke,1630085,Jeff Locke,lockj001,lockeje01,9074,Jeff Locke,31068,Jeff Locke,,LOCKE19871120A,50102,9074,Jeff Locke,"Locke, Jeff",L,L,Jeff Locke,"Locke, Jeff",9336,Jeff Locke,13116,Jeff Locke,17717,3932
loeka01,Kameron Loe,"Sep 10, 1981",Kameron,Loe,N/A,N/A,P,4422,Kameron Loe,434180,Kameron Loe,522449,Kameron Loe,loe-k001,loeka01,7465,Kameron Loe,6136,Kameron Loe,,LOE19810910A,38592,7465,Kameron Loe,"Loe, Kameron",R,R,,"Loe, Kameron",,,,,4540,
loganbo02,Boone Logan,"Aug 13, 1984",Boone,Logan,COL,NL,P,5525,Boone Logan,457429,Boone Logan,1098960,Boone Logan,logab001,loganbo02,7715,Boone Logan,6486,Boone Logan,,LOGAN19840813A,47921,7715,Boone Logan,"Logan, Boone",R,L,,"Logan, Boone",,Boone Logan,5251,Boone Logan,881,
lohseky01,Kyle Lohse,"Dec 4, 1978",Kyle,Lohse,N/A,N/A,P,739,Kyle Lohse,346798,Kyle Lohse,223481,Kyle Lohse,lohsk001,lohseky01,6751,Kyle Lohse,4789,Kyle Lohse,,LOHSE19781004A,1490,6751,Kyle Lohse,"Lohse, Kyle",R,R,Kyle Lohse,"Lohse, Kyle",6562,Kyle Lohse,5795,Kyle Lohse,8744,351
lombast02,Steve Lombardozzi,"Sep 20, 1988",Steve,Lombardozzi,CHW,AL,2B,5422,Steve Lombardozzi,543459,Steve Lombardozzi,1740960,Stephen Lombardozzi,lombs002,lombast02,9038,Steve Lombardozzi,31996,Stephen Lombardozzi,Steve Lombardozzi,LOMBARDOZ19880920A,58394,9038,Steve Lombardozzi,"Lombardozzi, Steve",B,R,Steve Lombardozzi,"Lombardozzi, Steve",,Steve Lombardozzi,13619,,17713,
loneyja01,James Loney,"May 7, 1984",James,Loney,NYM,NL,1B,4556,James Loney,425766,James Loney,390777,James Loney,lonej001,loneyja01,7725,James Loney,6497,James Loney,James Loney,LONEY19840507A,31447,7725,James Loney,"Loney, James",L,L,James Loney,"Loney, James",7282,James Loney,5293,James Loney,538,2193
longoev01,Evan Longoria,"Oct 7, 1985",Evan,Longoria,TB,AL,3B,9368,Evan Longoria,446334,Evan Longoria,1114751,Evan Longoria,longe001,longoev01,7914,Evan Longoria,28639,Evan Longoria,Evan Longoria,LONGORIA19851007A,52448,7914,Evan Longoria,"Longoria, Evan",R,R,Evan Longoria,"Longoria, Evan",9274,Evan Longoria,5607,Evan Longoria,1583,2805
lopezfe01,Felipe Lopez,"May 12, 1980",Felipe,Lopez,N/A,N/A,SS,1311,Felipe Lopez,150479,Felipe Lopez,127707,Felipe Lopez,lopef001,lopezfe01,,,,,,LOPEZ19800512A,998,,,"Lopez, Felipe",B,R,,"Lopez, Felipe",,,,,9136,
lopezja02,Javier Lopez,"Jul 11, 1977",Javier,Lopez,SF,NL,P,1663,Javier Lopez,425657,Javier Lopez,390720,Javier Lopez,lopej002,lopezja02,7079,Javier Lopez,5388,Javier Lopez,,LOPEZ19770711A,16620,7079,Javier Lopez,"Lopez, Javier",L,L,,"Lopez, Javier",7448,Javier Lopez,6027,Javier Lopez,3647,
lopezjo01,Jose Lopez,"Nov 24, 1983",Jose,Lopez,N/A,N/A,2B,3114,Jose Lopez,430946,Jose Lopez,224425,Jose Lopez,lopej003,lopezjo01,7392,Jose Lopez,,,,LOPEZ19831124A,31678,,,"Lopez, Jose",R,R,,"Lopez, Jose",,,,,9035,
lopezre01,Reynaldo Lopez,"Jan 4, 1994",Reynaldo,Lopez,WAS,NL,P,16400,Reynaldo Lopez,625643,Reynaldo Lopez,,,,lopezre01,,,33860,Reynaldo Lopez,,,,,,,R,R,,"Lopez, Reynaldo",,,,,,
lopezwi01,Wilton Lopez,"Jul 19, 1983",Wilton,Lopez,COL,NL,P,4227,Wilton Lopez,446641,Wilton Lopez,1390890,Wilton Lopez,lopew001,lopezwi01,8566,Wilton Lopez,29278,Wilton Lopez,,LOPEZ19830719A,55973,8566,Wilton Lopez,"Lopez, Wilton",R,R,,"Lopez, Wilton",,,,,3994,
lorenmi01,Michael Lorenzen,"Jan 4, 1992",Michael,Lorenzen,CIN,NL,P,14843,Michael Lorenzen,547179,Michael Lorenzen,2066707,Michael Lorenzen,,lorenmi01,9949,Michael Lorenzen,33252,Michael Lorenzen,,,68444,9949,Michael Lorenzen,"Lorenzen, Michael",R,R,,"Lorenzen, Michael",,Michael Lorenzen,52728,Michael Lorenzen,18354,4861
loughda01,David Lough,"Jan 20, 1986",David,Lough,PHI,NL,OF,7215,David Lough,518953,David Lough,1732909,David Lough,lougd001,loughda01,8663,David Lough,30528,David Lough,David Lough,LOUGH19860120A,55984,8663,David Lough,"Lough, David",L,L,David Lough,"Lough, David",10370,David Lough,12861,David Lough,5527,
loupaa01,Aaron Loup,"Dec 19, 1987",Aaron,Loup,TOR,AL,P,10343,Aaron Loup,571901,Aaron Loup,1960798,Aaron Loup,loupa001,loupaa01,9236,Aaron Loup,32397,Aaron Loup,,LOUP19871219A,60619,9236,Aaron Loup,"Loup, Aaron",L,L,Aaron Loup,"Loup, Aaron",12617,Aaron Loup,21682,Aaron Loup,6008,
lowede01,Derek Lowe,"Jun 1, 1973",Derek,Lowe,N/A,N/A,P,199,Derek Lowe,117955,Derek Lowe,7831,Derek Lowe,lowed001,lowede01,5801,Derek Lowe,,,,LOWE19730601A,1332,5801,Derek Lowe,"Lowe, Derek",R,R,,"Lowe, Derek",,,,,15294,
lowema01,Mark Lowe,"Jun 7, 1983",Mark,Lowe,DET,AL,P,7416,Mark Lowe,450275,Mark Lowe,1098962,Mark Lowe,lowem002,lowema01,7810,Mark Lowe,28511,Mark Lowe,,LOWE19830607A,48157,7810,Mark Lowe,"Lowe, Mark",L,R,,"Lowe, Mark",,,,Mark Lowe,7026,
